xWS	rho[g/cm^3]	n_e[pm^-3]	P[N/m^2]	mu_F_e[MeV]
1.00000e-03	1.69648e+24	1.20788e+07	2.07405e+37	1.39557e+02
1.12292e-03	1.19812e+24	1.20788e+07	1.46477e+37	1.39557e+02
1.26095e-03	8.46157e+23	1.20788e+07	1.03448e+37	1.39557e+02
1.41595e-03	5.97588e+23	1.20788e+07	7.30591e+36	1.39557e+02
1.59001e-03	4.22039e+23	1.20788e+07	5.15973e+36	1.39557e+02
1.78545e-03	2.98060e+23	1.20788e+07	3.64402e+36	1.39557e+02
2.00492e-03	2.10501e+23	1.20788e+07	2.57356e+36	1.39557e+02
2.25137e-03	1.48664e+23	1.20788e+07	1.81757e+36	1.39557e+02
2.52812e-03	1.04992e+23	1.20788e+07	1.28366e+36	1.39557e+02
2.83888e-03	7.41495e+22	1.20788e+07	9.06586e+35	1.39557e+02
3.18784e-03	5.23672e+22	1.20788e+07	6.40285e+35	1.39557e+02
3.57970e-03	3.69837e+22	1.20788e+07	4.52214e+35	1.39557e+02
4.01972e-03	2.61193e+22	1.20788e+07	3.19390e+35	1.39557e+02
4.51383e-03	1.84464e+22	1.20788e+07	2.25585e+35	1.39557e+02
5.06868e-03	1.30276e+22	1.20788e+07	1.59337e+35	1.39557e+02
5.69174e-03	9.20057e+21	1.20788e+07	1.12550e+35	1.39557e+02
6.39138e-03	6.49779e+21	1.20788e+07	7.95068e+34	1.39557e+02
7.17702e-03	4.58899e+21	1.20788e+07	5.61706e+34	1.39557e+02
8.05923e-03	3.24092e+21	1.20788e+07	3.96897e+34	1.39557e+02
9.04989e-03	2.28886e+21	1.20788e+07	2.80503e+34	1.39557e+02
1.01623e-02	1.61648e+21	1.20788e+07	1.98301e+34	1.39557e+02
1.14115e-02	1.14162e+21	1.20788e+07	1.40247e+34	1.39557e+02
1.28142e-02	8.06254e+20	1.20788e+07	9.92466e+33	1.39557e+02
1.43894e-02	5.69407e+20	1.20788e+07	7.02908e+33	1.39557e+02
1.61581e-02	4.02137e+20	1.20788e+07	4.98411e+33	1.39557e+02
1.81443e-02	2.84004e+20	1.20788e+07	3.53987e+33	1.39557e+02
2.03747e-02	2.00575e+20	1.20788e+07	2.51990e+33	1.39557e+02
2.28792e-02	1.41653e+20	1.20788e+07	1.79956e+33	1.39556e+02
2.56915e-02	1.00041e+20	1.20788e+07	1.29082e+33	1.39556e+02
2.88496e-02	7.06528e+19	1.20787e+07	9.31533e+32	1.39556e+02
3.23959e-02	4.98977e+19	1.20787e+07	6.77790e+32	1.39556e+02
3.63780e-02	3.52396e+19	1.20787e+07	4.98588e+32	1.39556e+02
4.08497e-02	2.48876e+19	1.20787e+07	3.72028e+32	1.39556e+02
4.58710e-02	1.75765e+19	1.20786e+07	2.82646e+32	1.39556e+02
5.15096e-02	1.24132e+19	1.20786e+07	2.19521e+32	1.39556e+02
5.78413e-02	8.76669e+18	1.20785e+07	1.74940e+32	1.39555e+02
6.49512e-02	6.19137e+18	1.20784e+07	1.43455e+32	1.39555e+02
7.29352e-02	4.37258e+18	1.20783e+07	1.21218e+32	1.39555e+02
8.19005e-02	3.08808e+18	1.20782e+07	1.05514e+32	1.39554e+02
9.19679e-02	2.18092e+18	1.20781e+07	9.44221e+31	1.39554e+02
1.03273e-01	1.54025e+18	1.20779e+07	8.65880e+31	1.39553e+02
1.15967e-01	1.08778e+18	1.20776e+07	8.10545e+31	1.39552e+02
1.30222e-01	7.68235e+17	1.20773e+07	7.71455e+31	1.39551e+02
1.46229e-01	5.42557e+17	1.20769e+07	7.43835e+31	1.39549e+02
1.64204e-01	3.83175e+17	1.20764e+07	7.24312e+31	1.39547e+02
1.84389e-01	2.70614e+17	1.20758e+07	7.10504e+31	1.39545e+02
2.07054e-01	1.91118e+17	1.20750e+07	7.00726e+31	1.39542e+02
2.32506e-01	1.34976e+17	1.20740e+07	6.93787e+31	1.39538e+02
2.61086e-01	9.53263e+16	1.50176e+07	9.17610e+31	1.50102e+02
2.93179e-01	6.73410e+16	6.22784e+07	6.04437e+32	2.41466e+02
3.29217e-01	4.75647e+16	6.22777e+07	6.04186e+32	2.41465e+02
3.69685e-01	3.35979e+16	6.22768e+07	6.04003e+32	2.41464e+02
4.15128e-01	2.37340e+16	6.22757e+07	6.03868e+32	2.41462e+02
4.66156e-01	1.67678e+16	6.22743e+07	6.03764e+32	2.41460e+02
5.23457e-01	1.18479e+16	6.22725e+07	6.03681e+32	2.41458e+02
5.87802e-01	8.37336e+15	6.22702e+07	6.03609e+32	2.41455e+02
6.60055e-01	5.91948e+15	6.22673e+07	6.03542e+32	2.41451e+02
7.41191e-01	4.18646e+15	6.22637e+07	6.03474e+32	2.41447e+02
8.32300e-01	2.96254e+15	6.22591e+07	6.03400e+32	2.41441e+02
9.34608e-01	2.09815e+15	6.22534e+07	6.03315e+32	2.41433e+02
1.04949e+00	1.48988e+15	6.72800e+07	6.69116e+32	2.47777e+02
1.17850e+00	1.05875e+15	6.72774e+07	6.69077e+32	2.47774e+02
1.32336e+00	7.54273e+14	6.72742e+07	6.69031e+32	2.47770e+02
1.48603e+00	5.39237e+14	6.72702e+07	6.68975e+32	2.47765e+02
1.66870e+00	3.87370e+14	6.72652e+07	6.68906e+32	2.47759e+02
1.87382e+00	2.80167e+14	6.73771e+07	6.70390e+32	2.47897e+02
2.10415e+00	1.94283e+14	4.26823e+07	3.64733e+32	2.12832e+02
2.36280e+00	1.36453e+14	3.06564e+07	2.34606e+32	1.90549e+02
2.65324e+00	9.58596e+13	2.19559e+07	1.50329e+32	1.70430e+02
2.97938e+00	6.73770e+13	1.57434e+07	9.64807e+31	1.52490e+02
3.34561e+00	4.73751e+13	1.12851e+07	6.18939e+31	1.36419e+02
3.75686e+00	3.36391e+13	9.48449e+06	4.90900e+31	1.28711e+02
4.21866e+00	2.34418e+13	5.76893e+06	2.52988e+31	1.08976e+02
4.73723e+00	1.64971e+13	4.11829e+06	1.61408e+31	9.73414e+01
5.31954e+00	1.16135e+13	2.93950e+06	1.02960e+31	8.69388e+01
5.97343e+00	8.17718e+12	2.09214e+06	6.54265e+30	7.75678e+01
6.70770e+00	5.75936e+12	1.48951e+06	4.15930e+30	6.92083e+01
7.53222e+00	4.05719e+12	1.05762e+06	2.63469e+30	6.16882e+01
8.45810e+00	2.85885e+12	7.51290e+05	1.66991e+30	5.49875e+01
9.49779e+00	2.01488e+12	5.33257e+05	1.05728e+30	4.89955e+01
1.06653e+01	1.42028e+12	3.77556e+05	6.67174e+29	4.36138e+01
1.19763e+01	1.00137e+12	2.67519e+05	4.21427e+29	3.88273e+01
1.34484e+01	7.06133e+11	1.89459e+05	2.66023e+29	3.45543e+01
1.51015e+01	4.98018e+11	1.34107e+05	1.67808e+29	3.07403e+01
1.69578e+01	3.51703e+11	1.03437e+05	1.18692e+29	2.81497e+01
1.90423e+01	2.47818e+11	6.70246e+04	6.65465e+28	2.42916e+01
2.13831e+01	1.74863e+11	4.78027e+04	4.24006e+28	2.16502e+01
2.40115e+01	1.23384e+11	3.37629e+04	2.66664e+28	1.92262e+01
2.69631e+01	8.70698e+10	2.38611e+04	1.67839e+28	1.70712e+01
3.02774e+01	6.14864e+10	1.83137e+04	1.17924e+28	1.55882e+01
3.39992e+01	4.33816e+10	1.24324e+04	7.03372e+27	1.36402e+01
3.81784e+01	3.06251e+10	9.04192e+03	4.59901e+27	1.22171e+01
4.28714e+01	2.16165e+10	6.37353e+03	2.88390e+27	1.08190e+01
4.81413e+01	1.52588e+10	4.49498e+03	1.80948e+27	9.57674e+00
5.40589e+01	1.07716e+10	3.17033e+03	1.13529e+27	8.47153e+00
6.07039e+01	7.60439e+09	2.23613e+03	7.12214e+26	7.48820e+00
6.81658e+01	5.36866e+09	1.57725e+03	4.46724e+26	6.61338e+00
7.65449e+01	3.79037e+09	1.11090e+03	2.79583e+26	5.83207e+00
8.59539e+01	2.67618e+09	7.83536e+02	1.75248e+26	5.14005e+00
9.65196e+01	1.88956e+09	5.52710e+02	1.09823e+26	4.52486e+00
1.08384e+02	1.33420e+09	3.89899e+02	6.87918e+25	3.97793e+00
1.21707e+02	9.42108e+08	2.81292e+02	4.43817e+25	3.52138e+00
1.36667e+02	6.65233e+08	1.97733e+02	2.76313e+25	3.08200e+00
1.53467e+02	4.69740e+08	1.39628e+02	1.72920e+25	2.69698e+00
1.72331e+02	3.31703e+08	9.89018e+01	1.08543e+25	2.35798e+00
1.93514e+02	2.34231e+08	6.94397e+01	6.72328e+24	2.04967e+00
2.17302e+02	1.65404e+08	4.90886e+01	4.19620e+24	1.78188e+00
2.44013e+02	1.16803e+08	3.48843e+01	2.63259e+24	1.54808e+00
2.74007e+02	8.24825e+07	2.44206e+01	1.61419e+24	1.33235e+00
3.07689e+02	5.82470e+07	1.73698e+01	1.00881e+24	1.15050e+00
3.45511e+02	4.11328e+07	1.22482e+01	6.20985e+23	9.86088e-01
3.87982e+02	2.90471e+07	8.65162e+00	3.81736e+23	8.42386e-01
4.35673e+02	2.05125e+07	6.11118e+00	2.33674e+23	7.16508e-01
4.89227e+02	1.44855e+07	4.30046e+00	1.41598e+23	6.05521e-01
5.49364e+02	1.02293e+07	3.03461e+00	8.56882e+22	5.09897e-01
6.16893e+02	7.22359e+06	2.14682e+00	5.17543e+22	4.27766e-01
6.92723e+02	5.10101e+06	1.49046e+00	3.02212e+22	3.53499e-01
7.77874e+02	3.60207e+06	1.06780e+00	1.83735e+22	2.95490e-01
8.73492e+02	2.54354e+06	7.52883e-01	1.08413e+22	2.43663e-01
9.80863e+02	1.79602e+06	5.30546e-01	6.35195e+21	1.99865e-01
1.10143e+03	1.26814e+06	3.74173e-01	3.70424e+21	1.63244e-01
1.23682e+03	8.95368e+05	2.63709e-01	2.14598e+21	1.32695e-01
1.38886e+03	6.32132e+05	1.85812e-01	1.23656e+21	1.07416e-01
1.55958e+03	4.46249e+05	1.30924e-01	7.09393e+20	8.66388e-02
1.75128e+03	3.14990e+05	9.23273e-02	4.06017e+20	6.96947e-02
1.96656e+03	2.22307e+05	6.51065e-02	2.31703e+20	5.59074e-02
2.20829e+03	1.56871e+05	4.58352e-02	1.31613e+20	4.46911e-02
2.47974e+03	1.10672e+05	3.22567e-02	7.46428e+19	3.56397e-02
2.78455e+03	7.80567e+04	2.26921e-02	4.23149e+19	2.83587e-02
3.12683e+03	5.50343e+04	1.59566e-02	2.40119e+19	2.25163e-02
3.51119e+03	3.87852e+04	1.12150e-02	1.36643e+19	1.78365e-02
3.94279e+03	2.73184e+04	7.87833e-03	7.81703e+18	1.40917e-02
4.42745e+03	1.92282e+04	5.53053e-03	4.50899e+18	1.10933e-02
4.97168e+03	1.35217e+04	3.88128e-03	2.63408e+18	8.69032e-03
5.58281e+03	9.49762e+03	2.72373e-03	1.56518e+18	6.75594e-03
6.26907e+03	6.66181e+03	1.90995e-03	9.48275e+17	5.18129e-03
7.03967e+03	4.66391e+03	1.34034e-03	5.88130e+17	3.88671e-03
7.90500e+03	3.25742e+03	9.41484e-04	3.73490e+17	2.80205e-03
8.87670e+03	2.26811e+03	6.62291e-04	2.42604e+17	1.87358e-03
9.96785e+03	1.57299e+03	4.66717e-04	1.60781e+17	1.05969e-03
1.11931e+04	1.08525e+03	3.29539e-04	1.08377e+17	3.29200e-04
1.25690e+04	7.43622e+02	2.33191e-04	7.40791e+16	-3.40499e-04
1.41140e+04	5.04763e+02	1.65348e-04	5.11926e+16	-9.66384e-04
1.58489e+04	3.38502e+02	1.17350e-04	3.56473e+16	-1.56223e-03
