R	M	log_10_P0	g_surf_(m/s^2)
66878976.238906704	0.1832322843867784	20.0	2719.1286715097576
32118915.757275254	0.22053332918337243	20.416666666666668	14189.07822665908
21072996.49376896	0.2768347669840425	20.833333333333332	41377.25710906251
15779627.112535182	0.3499572299196809	21.25	93283.22555838988
12634378.046405984	0.43952408446698893	21.666666666666668	182743.0292537542
10487386.854552632	0.5443287760699808	22.083333333333332	328451.03406550677
8872284.115334183	0.6587534362780013	22.5	555350.612357549
7565131.8415649785	0.7780984846222629	22.916666666666668	902152.800588453
6464099.151221689	0.8955965860989893	23.333333333333332	1422096.7113278166
5516759.272944492	1.0024717193451986	23.75	2185150.6261536465
4685047.44837022	1.095576808294222	24.166666666666668	3310741.2203792636
3957006.0449996116	1.1735928536299804	24.583333333333336	4970657.791514796
3326730.337454559	1.233905300859709	25.0	7392324.529761472
2779962.1013061074	1.2717048100774018	25.416666666666668	10907664.7662032
2301166.6696169465	1.3003749121098096	25.833333333333336	16272614.805542115
1891122.3871763807	1.3222583508996983	26.25	24490045.60204039
1553117.7547335988	1.334537766727255	26.666666666666668	36629315.886629686
1271662.795504028	1.3206999460710043	27.083333333333336	54042602.926320374
1026011.3899063574	1.3106285724644708	27.5	82327290.51835926
821305.3904660544	1.3054454614525297	27.916666666666668	127854453.07466283
654494.6610133541	1.302792921701588	28.333333333333336	200683825.7728794
520189.9090435931	1.300433485963275	28.75	316632585.03138065
437112.6803253376	1.2437992081350457	29.166666666666668	428457644.4639051
358704.5723601704	1.1524336453665323	29.583333333333336	588858675.7076108
284123.0427432727	1.0782694826963237	30.0	876654515.1069219
