R	M	log_10_P0
12074638.076266773	0.39797497854016306	21.5
10549821.917614432	0.481762065984052	21.854166666666668
9306560.34400141	0.5755720889450873	22.208333333333332
8230907.28178755	0.6747620916863966	22.5625
7277391.289309932	0.7768680916893043	22.916666666666668
6425566.471656641	0.8778086585137813	23.270833333333332
5649260.283694949	0.969989623310288	23.625
4948252.248749539	1.0539838456294832	23.979166666666668
4313941.381274849	1.127979465208805	24.333333333333332
3744011.302630711	1.1912264420761545	24.6875
3238086.10504395	1.2392678628533011	25.041666666666668
2782517.866982275	1.2694045757049974	25.395833333333332
2372991.9471941604	1.2937027854129275	25.75
2015871.8999817804	1.3164064745402408	26.104166666666668
1704814.4749425454	1.3339690079762296	26.458333333333336
1446510.6826228437	1.3285287933493213	26.8125
1213852.531926822	1.3140888890203781	27.166666666666668
1008257.022037069	1.3035286288212	27.520833333333336
837718.1636849473	1.3096012279892486	27.875
693974.734068322	1.3117771786714458	28.229166666666668
573464.7382706332	1.3120559074387619	28.583333333333336
480213.0324881434	1.2940398912563444	28.9375
413847.2294341747	1.2041214248848986	29.291666666666668
342952.2498568484	1.1154166362155105	29.645833333333336
277657.7274294789	1.0544782166516624	30.0
