R	M	log_10_P0
15829908.291373668	0.1537123094785361	20.0
14085633.996395396	0.20272918799538567	20.416666666666668
12583977.777182696	0.2645474512556434	20.833333333333332
11250703.199391758	0.34109348452395766	21.25
10024563.985256625	0.43181625564726306	21.666666666666668
8923780.485541781	0.5387555876602385	22.083333333333332
7900845.473636242	0.6544599947047248	22.5
6946800.806915667	0.7747272937533971	22.916666666666668
6064861.9987537395	0.8932888375704905	23.333333333333332
5247056.186373738	0.9991582917185413	23.75
4504607.484727314	1.0932025147725994	24.166666666666668
3837970.081011368	1.1727809307426995	24.583333333333336
3248316.5784338936	1.2341702786258921	25.0
2724802.927009317	1.2702268254859725	25.416666666666668
2262758.4131973614	1.2985452856851503	25.833333333333336
1868065.2244157766	1.3237943612473846	26.25
1539628.4512124143	1.337015469234021	26.666666666666668
1259732.6174447378	1.3173497702060113	27.083333333333336
1014809.8098761885	1.3030518769784005	27.5
816660.7668785927	1.3097721742677912	27.916666666666668
654398.4259507143	1.3119823725239257	28.333333333333336
522560.72585363	1.3112707504011116	28.75
437459.9258610266	1.2384440921495148	29.166666666666668
354633.7474435816	1.1290210737792559	29.583333333333336
277206.6589192142	1.0544221417352184	30.0
