R	M	log_10_P0	g_surf_(m/s^2)
14104242.312926553	0.14968635797538254	20.0	49943.57146248849
12982426.485997232	0.19987149559895417	20.416666666666668	78709.99356929799
11869761.809996067	0.2622622129766386	20.833333333333332	123547.47573497366
10784105.461995479	0.33908918836459134	21.25	193515.54556757028
9734148.585970832	0.4310929157816874	21.666666666666668	301945.54969417496
8728190.776269635	0.5375597162572939	22.083333333333332	468284.45707985567
7768676.95095625	0.6531920213778785	22.5	718206.5684693529
6856176.414029322	0.7734693145005661	22.916666666666668	1091804.482458338
6000139.252193236	0.8917167098249397	23.333333333333332	1643327.2100699123
5207700.371165988	0.9992143848183215	23.75	2444167.563881605
4477566.0732821915	1.092861290623583	24.166666666666668	3615582.674520257
3816251.238459127	1.1713452927769048	24.583333333333336	5333687.484600622
3230575.9089722047	1.2320505345162625	25.0	7826896.14873402
2714253.3581547397	1.270195008909993	25.416666666666668	11428239.677895222
2256357.0371274306	1.2991594549912808	25.833333333333336	16909002.837064646
1861104.571506915	1.3212863985436931	26.25	25267026.301417064
1532791.406961951	1.3337528383405837	26.666666666666668	37583909.41784678
1257848.9051195867	1.320077575988749	27.083333333333336	55208314.62849774
1016810.092024433	1.3101432114790825	27.5	83790225.21620099
815301.3648529941	1.3050661085441106	27.916666666666668	129702443.14965376
650645.2585077616	1.3024977375732048	28.333333333333336	203012614.27758422
517737.33992976183	1.3002026194960123	28.75	319571940.26530427
435307.00353975483	1.2436066704907522	29.166666666666668	431938051.5062565
357347.6307213075	1.1522838858006295	29.583333333333336	593241315.7524189
283220.9057227433	1.0781574119004385	30.0	882125670.6642306
