R	M	log_10_P0	g_surf_(m/s^2)
14048980.811433341	0.1496021087828498	20.0	50308.91207564205
12948284.667493613	0.1997940649300462	20.416666666666668	79094.96164246002
11848009.039421855	0.2621917092331842	20.833333333333332	123968.20697799414
10768706.196734875	0.3390255298254296	21.25	194032.940508498
9723683.16617675	0.43103549945715786	21.666666666666668	302555.5168378478
8722634.25043804	0.5375079863226566	22.083333333333332	468836.0967527831
7764900.707451107	0.6531460009343547	22.5	718854.5733936947
6853770.456696056	0.7734284580475865	22.916666666666668	1092513.3334331522
5998095.375986062	0.8916807819867467	23.333333333333332	1644380.8693503162
5206542.8471892895	0.999183335653217	23.75	2445178.216390951
4476582.749229642	1.0928356875017688	24.166666666666668	3617085.989549617
3815833.5684100455	1.1713231550769296	24.583333333333336	5334753.904468299
3230221.095582971	1.232031861772244	25.0	7828496.199150828
2713951.941901752	1.2701790725789919	25.416666666666668	11430633.32583927
2256100.9820846333	1.2991471435228528	25.833333333333336	16912677.940668855
1860887.051103513	1.3212766612317417	26.25	25272741.539955616
1532606.6219822087	1.3337451308763173	26.666666666666668	37592744.516846016
1257691.9290924908	1.320071310116791	27.083333333333336	55221814.15873935
1016810.092024433	1.3101384670326852	27.5	83789922.94444525
815301.3648529941	1.3050621064769723	27.916666666666668	129702047.29870453
650645.2585077616	1.302495016517854	28.333333333333336	203012192.6858071
517737.33992976183	1.3002008297302685	28.75	319571503.6533679
435237.55443261703	1.2436051593800699	29.166666666666668	432074800.38435245
357347.6307213075	1.1522829360492086	29.583333333333336	593240831.4854037
283220.9057227433	1.0781568630502523	30.0	882125226.713971
