R	M	log_10_P0	g_surf_(m/s^2)
16651295.154477317	0.152361728111193	20.0	36473.59937401233
14546548.546194242	0.20206185279345545	20.416666666666668	63380.70988083064
12846823.754954426	0.2640919896398621	20.833333333333332	106205.70174168536
11400076.07241961	0.34064530455225644	21.25	173963.87846999613
10127910.005723191	0.4324331050820455	21.666666666666668	279791.8086619727
8982679.65935669	0.5387278180860406	22.083333333333332	443089.172207296
7934831.665182525	0.654213168339951	22.5	689522.6969193463
6966850.451359549	0.7743593028814139	22.916666666666668	1058613.5085488888
6073718.795651493	0.892487469688543	23.333333333333332	1605146.6415859414
5257473.902164024	0.9998766959412926	23.75	2399709.3401323585
4510999.091068888	1.0934236410279963	24.166666666666668	3564038.6290262938
3839223.0911586126	1.1718164740888541	24.583333333333336	5272197.216208783
3246542.5114877247	1.232442678449395	25.0	7752606.573625575
2725104.343262305	1.2705170081762736	25.416666666666668	11340342.188735219
2263782.6333685503	1.2994200294282146	25.833333333333336	16801713.32775918
1866107.5407851592	1.3214957314250357	26.25	25135842.805040963
1536117.5365973115	1.3339225546209035	26.666666666666668	37426284.3643507
1260203.5455260256	1.3202122139113237	27.083333333333336	55008110.300281875
1018410.3177430285	1.3102487398093978	27.5	83534317.04872926
816320.916372193	1.3051487831202768	27.916666666666668	129387584.24777347
651318.9039462403	1.3025623982316883	28.333333333333336	202604132.3443022
518227.8537525281	1.300253590380236	28.75	318981930.60777426
435584.79996830603	1.2436487660000368	29.166666666666668	431404105.55771095
357583.6205715445	1.1523160805767243	29.583333333333336	592478701.1245701
283371.26189283154	1.0781818100024492	30.0	881214843.1976743
