R	M	log_10_P0
14460930.18620092	0.15201725613271985	20.0
13225686.942835512	0.20129369682596665	20.416666666666668
12040158.512827395	0.2633093805449454	20.833333333333332
10902679.804502124	0.3400106752123439	21.25
9800865.637158109	0.43086806401596084	21.666666666666668
8778199.50875399	0.5379153642132659	22.083333333333332
7805495.32513139	0.6537139435697672	22.5
6883443.930473001	0.7740711644143918	22.916666666666668
6021940.59840309	0.8927170869413622	23.333333333333332
5218118.086956275	0.9986640240383831	23.75
4484941.003676316	1.0927804236571603	24.166666666666668
3824186.9693916766	1.1724266033451258	24.583333333333336
3238736.6169245816	1.233872266218447	25.0
2718473.1856965707	1.2699800856947707	25.416666666666668
2258405.4774698084	1.298346144527197	25.833333333333336
1865019.9387681496	1.323634008550413	26.25
1537595.8164352495	1.3368868986968225	26.666666666666668
1258319.8332008745	1.3172468487715623	27.083333333333336
1013876.3448736744	1.3029716971475542	27.5
815981.0658657934	1.3097085131001693	27.916666666666668
653917.2506375152	1.3119320922773368	28.333333333333336
522315.46894224687	1.3112311968598762	28.75
437251.5785396132	1.2384124589622783	29.166666666666668
354515.75251846306	1.128997297178375	29.583333333333336
277106.4214724887	1.0544040459783979	30.0
